Ticket_ID,Date,User_Type,Unit_Dept,Issue_Category,Issue_Description,Priority,Response_Time_Hrs,Resolution_Time_Hrs,Status,Resolved,Response_SLA
HD0417,3/14/2026,Student,Academic Planning,Admission,Change of course not reflecting,Medium,1.5,9.46,In Progress,No,Within 8 Hours
HD0418,6/29/2026,Staff,Student Affairs,Software/MIS,Software installation request,High,1.47,9.96,Closed,Yes,Within 8 Hours
HD0419,7/10/2026,Student,Student Affairs,Website/Multimedia,Multimedia support request,High,3.52,2.64,Closed,Yes,Within 8 Hours
HD0420,8/15/2026,Student,Academic Planning,ID Card,Unable to process ID card,High,2.58,4.74,Closed,Yes,Within 8 Hours
HD0421,7/23/2026,Student,Registry,Portal,Student profile not displaying correctly,Medium,2.53,42.93,Pending,No,Within 8 Hours
HD0422,5/1/2026,Student,Academic Planning,Portal,Portal page not loading,High,0.81,6.48,Closed,Yes,Within 8 Hours
HD0423,2/5/2026,Student,ICTREC,Payment/Invoice,Receipt cannot be generated,Medium,2.85,7.57,Closed,Yes,Within 8 Hours
HD0424,6/4/2026,Staff,College of Environmental Resources,Internet/Network,Slow Internet connection,Low,4.46,16.44,Closed,Yes,Within 8 Hours
HD0425,2/15/2026,Postgraduate Student,College of Food Science,Payment/Invoice,Payment not reflecting on portal,Low,2.68,38.75,Pending,No,Within 8 Hours
HD0426,4/19/2026,Student,College of Veterinary Medicine,Internet/Network,Cannot access campus Internet,Medium,1.85,4.26,Closed,Yes,Within 8 Hours
HD0427,6/7/2026,Postgraduate Student,College of Computing Sciences,Website/Multimedia,Multimedia support request,High,1.06,15.4,Pending,No,Within 8 Hours
HD0428,4/4/2026,Student,College of Food Science,ID Card,ID card not yet available,Medium,5.68,2.95,Closed,Yes,Within 8 Hours
HD0429,1/31/2026,Staff,College of Veterinary Medicine,Internet/Network,Intermittent network connectivity,High,0.95,10.57,Closed,Yes,Within 8 Hours
HD0430,2/1/2026,Staff,College of Plant Science,Others,Other ICT service issue,Medium,1.92,5.99,Closed,Yes,Within 8 Hours
HD0431,8/21/2026,Student,ICTREC,Payment/Invoice,Payment confirmation delayed,Low,4.25,1.12,Closed,Yes,Within 8 Hours
HD0432,7/29/2026,Postgraduate Student,Postgraduate School,Internet/Network,Cannot access campus Internet,High,3.51,24.99,Pending,No,Within 8 Hours
HD0433,4/22/2026,Postgraduate Student,College of Veterinary Medicine,Payment/Invoice,Receipt cannot be generated,Critical,0.57,7,Closed,Yes,Within 8 Hours
HD0434,6/29/2026,Student,College of Environmental Resources,Admission,Admission application issue,Medium,3.04,6.08,Closed,Yes,Within 8 Hours
HD0435,6/22/2026,Postgraduate Student,College of Engineering,Hardware,Computer system performance is slow,Medium,3.73,28.22,In Progress,No,Within 8 Hours
HD0436,8/26/2026,Student,College of Food Science,Portal,Student profile not displaying correctly,Medium,2.36,2.36,Closed,Yes,Within 8 Hours
HD0437,4/22/2026,Student,Library,Admission,Change of course not reflecting,Low,1.78,19.92,Pending,No,Within 8 Hours
HD0438,6/3/2026,Staff,College of Animal Science,Internet/Network,Wi-Fi connection unstable,Medium,2.55,19.62,Closed,Yes,Within 8 Hours
HD0439,3/22/2026,Postgraduate Student,College of Plant Science,ID Card,Lost ID card replacement request,High,1.13,6.3,Closed,Yes,Within 8 Hours
HD0440,8/21/2026,Student,Bursary,Website/Multimedia,Website content correction request,Medium,2.58,25.22,In Progress,No,Within 8 Hours
HD0441,3/26/2026,Student,Registry,Payment/Invoice,Receipt cannot be generated,Medium,10.44,3.89,Closed,Yes,Beyond 8 Hours
HD0442,7/25/2026,Staff,Library,Portal,Portal page not loading,Medium,1.99,9.7,Pending,No,Within 8 Hours
HD0443,4/10/2026,Student,College of Agricultural Management,ID Card,Unable to process ID card,Medium,3.78,43.46,In Progress,No,Within 8 Hours
HD0444,3/9/2026,Postgraduate Student,Library,Hardware,Desktop computer not starting,Medium,3.58,6.05,Closed,Yes,Within 8 Hours
HD0445,2/16/2026,Staff,Bursary,Website/Multimedia,University webpage not updating,Medium,3.6,8.17,Closed,Yes,Within 8 Hours
HD0446,8/20/2026,Staff,College of Animal Science,Portal,Programme information not updating,Medium,4.08,5.52,Closed,Yes,Within 8 Hours
HD0447,7/31/2026,Staff,College of Engineering,Portal,Portal page not loading,Low,6.83,4.63,Closed,Yes,Within 8 Hours
HD0448,2/17/2026,Postgraduate Student,Bursary,Internet/Network,Cannot access campus Internet,High,3.21,11.86,Closed,Yes,Within 8 Hours
HD0449,6/6/2026,Student,College of Veterinary Medicine,Admission,Change of course not reflecting,High,1.37,33.8,In Progress,No,Within 8 Hours
HD0450,3/10/2026,Student,Registry,ID Card,Unable to process ID card,Medium,5.05,2.52,Closed,Yes,Within 8 Hours
HD0451,6/23/2026,Postgraduate Student,College of Veterinary Medicine,Internet/Network,Wi-Fi connection unstable,Medium,3.18,4.73,Closed,Yes,Within 8 Hours
HD0452,3/18/2026,Student,ICTREC,ID Card,Lost ID card replacement request,Medium,2.64,9.82,Closed,Yes,Within 8 Hours
HD0453,2/25/2026,Student,College of Environmental Resources,Portal,Portal page not loading,High,1.67,5.21,Closed,Yes,Within 8 Hours
HD0454,3/6/2026,Student,College of Animal Science,Registration,Registered course not displaying,Medium,1.23,8.44,Closed,Yes,Within 8 Hours
HD0455,7/9/2026,Postgraduate Student,College of Veterinary Medicine,Admission,O'Level verification problem,Low,5.42,44,Pending,No,Within 8 Hours
HD0456,1/15/2026,Staff,Student Affairs,ID Card,ID card not yet available,Medium,2.2,21.13,Pending,No,Within 8 Hours
HD0457,6/19/2026,Postgraduate Student,Registry,Admission,Admission status not displaying,Low,4.36,7.43,Closed,Yes,Within 8 Hours
HD0458,2/3/2026,Staff,Student Affairs,Payment/Invoice,Payment not reflecting on portal,Medium,2.47,6.59,Closed,Yes,Within 8 Hours
HD0459,7/28/2026,Postgraduate Student,College of Food Science,Student Information,Academic information not updated,High,2.1,5.71,Closed,Yes,Within 8 Hours
HD0460,5/8/2026,Postgraduate Student,College of Computing Sciences,Portal,Portal page not loading,Low,2.97,34.49,Pending,No,Within 8 Hours
HD0461,8/18/2026,Staff,Postgraduate School,Internet/Network,Network connection unavailable,Medium,4.69,46.88,Pending,No,Within 8 Hours
HD0462,1/8/2026,Staff,Registry,Portal,Portal session keeps expiring,Medium,2.8,9.17,Closed,Yes,Within 8 Hours
HD0463,4/1/2026,Student,College of Environmental Resources,Admission,Admission application issue,Critical,1.54,2.97,Closed,Yes,Within 8 Hours
HD0464,6/18/2026,Student,College of Veterinary Medicine,Admission,Admission application issue,Medium,1.91,6.25,Closed,Yes,Within 8 Hours
HD0465,2/14/2026,Postgraduate Student,Academic Planning,Software/MIS,Application access problem,Low,8.99,3.51,Closed,Yes,Beyond 8 Hours
HD0466,3/17/2026,Postgraduate Student,Registry,Registration,Course allocation not updating,Medium,1.92,17.64,Closed,Yes,Within 8 Hours
HD0467,5/31/2026,Postgraduate Student,College of Agricultural Management,Internet/Network,Slow Internet connection,High,0.68,5.79,Closed,Yes,Within 8 Hours
HD0468,1/9/2026,Staff,College of Engineering,Website/Multimedia,University webpage not updating,Critical,1.02,4.69,Closed,Yes,Within 8 Hours
HD0469,6/17/2026,Student,ICTREC,Registration,Course registration error,High,0.86,10.48,Closed,Yes,Within 8 Hours
HD0470,5/1/2026,Student,College of Animal Science,Registration,Unable to submit course registration,Medium,2.97,9.21,Closed,Yes,Within 8 Hours
HD0471,3/2/2026,Postgraduate Student,College of Animal Science,Hardware,Keyboard or mouse not working,Medium,1.29,52.5,Closed,Yes,Within 8 Hours
HD0472,1/16/2026,Staff,Student Affairs,Payment/Invoice,Outstanding invoice still showing after payment,Medium,3.72,26.68,In Progress,No,Within 8 Hours
HD0473,2/22/2026,Postgraduate Student,College of Food Science,Software/MIS,System error during data entry,Low,10.49,1.83,Closed,Yes,Beyond 8 Hours
HD0474,8/30/2026,Student,College of Animal Science,Website/Multimedia,Website content correction request,Medium,1.12,7.69,Closed,Yes,Within 8 Hours
HD0475,2/8/2026,Postgraduate Student,College of Animal Science,Admission,O'Level verification problem,Medium,2.54,6.18,In Progress,No,Within 8 Hours
HD0476,8/28/2026,Staff,ICTREC,Admission,Admission portal error,Medium,2.28,35.06,In Progress,No,Within 8 Hours
HD0477,3/28/2026,Student,Registry,Internet/Network,Slow Internet connection,Medium,1.31,15.62,Closed,Yes,Within 8 Hours
HD0478,3/21/2026,Postgraduate Student,Postgraduate School,Payment/Invoice,Invoice not generated,Low,3.63,6.2,Closed,Yes,Within 8 Hours
HD0479,8/13/2026,Staff,College of Environmental Resources,Portal,Programme information not updating,Low,4.59,2.92,Closed,Yes,Within 8 Hours
HD0480,4/3/2026,Student,Library,Admission,Admission application issue,Medium,3.56,11.57,In Progress,No,Within 8 Hours
HD0481,5/28/2026,Student,College of Food Science,Admission,Change of course not reflecting,Medium,3.7,11.6,Closed,Yes,Within 8 Hours
HD0482,7/30/2026,Student,College of Veterinary Medicine,Email,Mailbox access problem,Low,4.23,3.96,Closed,Yes,Within 8 Hours
HD0483,7/16/2026,Staff,Bursary,Portal,Unable to login to student portal,Medium,2.47,47.31,Pending,No,Within 8 Hours
HD0484,4/6/2026,Postgraduate Student,College of Food Science,Admission,Change of course not reflecting,Low,2.62,10.3,Pending,No,Within 8 Hours
HD0485,3/6/2026,Postgraduate Student,College of Plant Science,Website/Multimedia,Website content correction request,High,1.47,1.99,Closed,Yes,Within 8 Hours
HD0486,7/25/2026,Postgraduate Student,Student Affairs,Hardware,Desktop computer not starting,High,1.61,19.13,In Progress,No,Within 8 Hours
HD0487,4/28/2026,Student,Library,Email,Mailbox access problem,High,2.38,44.28,Pending,No,Within 8 Hours
HD0488,7/9/2026,Student,College of Environmental Resources,Admission,Admission portal error,High,1.17,18.36,In Progress,No,Within 8 Hours
HD0489,2/4/2026,Postgraduate Student,Registry,Internet/Network,Cannot access campus Internet,Critical,0.62,2.07,Closed,Yes,Within 8 Hours
HD0490,9/1/2026,Student,Bursary,Registration,Registration page not responding,High,0.63,34.31,Closed,Yes,Within 8 Hours
HD0491,8/8/2026,Staff,College of Environmental Resources,Internet/Network,Wi-Fi connection unstable,High,2.31,10.26,Closed,Yes,Within 8 Hours
HD0492,5/18/2026,Student,Registry,Registration,Unable to submit course registration,Medium,1.53,5.04,Closed,Yes,Within 8 Hours
HD0493,6/23/2026,Student,College of Agricultural Management,Registration,Course registration error,Medium,2.59,2.45,Closed,Yes,Within 8 Hours
HD0494,7/16/2026,Staff,College of Environmental Resources,Payment/Invoice,Outstanding invoice still showing after payment,Medium,5.94,9.73,In Progress,No,Within 8 Hours
HD0495,1/15/2026,Student,College of Veterinary Medicine,Admission,Admission portal error,High,1.33,6.33,Closed,Yes,Within 8 Hours
HD0496,7/21/2026,Student,College of Plant Science,Payment/Invoice,Payment confirmation delayed,Low,4.26,0.8,Closed,Yes,Within 8 Hours
HD0497,3/28/2026,Staff,College of Animal Science,Software/MIS,Application error during transaction,Low,3.32,2.35,Closed,Yes,Within 8 Hours
HD0498,2/27/2026,Staff,Postgraduate School,Student Information,Student information request,Medium,1.5,3.31,Closed,Yes,Within 8 Hours
HD0499,8/17/2026,Postgraduate Student,College of Agricultural Management,Hardware,Desktop computer not starting,Low,10.21,38.56,In Progress,No,Beyond 8 Hours
HD0500,1/27/2026,Postgraduate Student,Bursary,ID Card,Lost ID card replacement request,Medium,1.9,6.21,Closed,Yes,Within 8 Hours
